"AverageRateBlockedDefTent__c","AverageRateBlockedDef__c","AverageRateBlockedTent__c","BlockedDefinite__c","BlockedDefTent__c","BlockedProspect__c","BlockedTentative__c","BudgetedRate__c","BudgetedRooms__c","CreatedById","CreatedDate","CurrencyIsoCode","DailyRoomInventory__c","EffectiveDateString__c","EffectiveDate__c","ExternalId__c","ForecastedOccupancy__c","GroupAvailable__c","GuestroomType__c","Id","IsDeleted","IsRunOfHouse__c","LastModifiedById","LastModifiedDate","LastReferencedDate","LastViewedDate","Location__c","MinimumAcceptableRate__c","Name","NIHRMMigrations_ExternalID__c","OccupancyPercentage__c","OutOfService__c","OwnerId","PhysicalRoomInventory__c","PMSOnlyTransient__c","RackRate__c","RecordTypeId","RevenueBlockedDef__c","RevenueBlockedTent__c","RevenueDefTent__c","RoomTypeAvailable__c","SourceSystemExternalId__c","SystemModstamp","TotalAverageRateBlockedDefTent__c","TotalAverageRateBlockedDef__c","TotalAverageRateBlockedTent__c","TotalBlockedDefinite__c","TotalBlockedDefTent__c","TotalBlockedProspect__c","TotalBlockedTentative__c","TotalDailyRoomInventory__c","TotalForecastedOccupancy__c","TotalGroupAvailable__c","TotalGroupCeiling__c","TotalOccupancyPercentage__c","TotalOutOfService__c","TotalPhysicalRoomInventory__c","TotalRevenueBlockedDef__c","TotalRevenueBlockedTent__c","TotalRevenueDefTent__c","TotalRoomTypeAvailable__c","TotalTransientProtected__c","TotalTransientSold__c","TransientProtectedRemaining__c","TransientProtected__c","TransientSold__c","UniqueExternalId__c"
"0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","005fh000000Tuy5AAC","2025-07-23T13:17:11.000Z","USD","70.0","2026-01-26","2026-01-26","","0.0","70.0","a1Bfh000000uGrhEAE","a19fh000001aMt4AAE","false","false","005fh000000KFxNAAW","2025-08-20T13:28:30.000Z","","","a1Sfh0000007ggrEAA","","Standard: 1/26/2026","","0.0","","005fh000000Tuy5AAC","70.0","0.0","0.0","012fh0000007pXXAAY","0.0","0.0","0.0","70.0","","2025-08-20T13:28:30.000Z","0.0","0.0","0.0","","0.0","","","0.0","0.0","0.0","0.0","0.0","","","","","0.0","0.0","","","0.0","","0.0",""
"0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","005fh000000Tuy5AAC","2025-07-23T13:17:11.000Z","USD","70.0","2026-01-27","2026-01-27","","0.0","70.0","a1Bfh000000uGrhEAE","a19fh000001aMt5AAE","false","false","005fh000000KFxNAAW","2025-08-20T13:28:30.000Z","","","a1Sfh0000007ggrEAA","","Standard: 1/27/2026","","0.0","","005fh000000Tuy5AAC","70.0","0.0","0.0","012fh0000007pXXAAY","0.0","0.0","0.0","70.0","","2025-08-20T13:28:30.000Z","0.0","0.0","0.0","","0.0","","","0.0","0.0","0.0","0.0","0.0","","","","","0.0","0.0","","","0.0","","0.0",""
"0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","005fh000000Tuy5AAC","2025-07-23T13:17:11.000Z","USD","70.0","2026-01-28","2026-01-28","","0.0","70.0","a1Bfh000000uGrhEAE","a19fh000001aMt6AAE","false","false","005fh000000KFxNAAW","2025-08-20T13:28:30.000Z","","","a1Sfh0000007ggrEAA","","Standard: 1/28/2026","","0.0","","005fh000000Tuy5AAC","70.0","0.0","0.0","012fh0000007pXXAAY","0.0","0.0","0.0","70.0","","2025-08-20T13:28:30.000Z","0.0","0.0","0.0","","0.0","","","0.0","0.0","0.0","0.0","0.0","","","","","0.0","0.0","","","0.0","","0.0",""
"0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","005fh000000Tuy5AAC","2025-07-23T13:17:11.000Z","USD","70.0","2026-01-29","2026-01-29","","0.0","70.0","a1Bfh000000uGrhEAE","a19fh000001aMt7AAE","false","false","005fh000000KFxNAAW","2025-08-20T13:28:30.000Z","","","a1Sfh0000007ggrEAA","","Standard: 1/29/2026","","0.0","","005fh000000Tuy5AAC","70.0","0.0","0.0","012fh0000007pXXAAY","0.0","0.0","0.0","70.0","","2025-08-20T13:28:30.000Z","0.0","0.0","0.0","","0.0","","","0.0","0.0","0.0","0.0","0.0","","","","","0.0","0.0","","","0.0","","0.0",""
"0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","005fh000000Tuy5AAC","2025-07-23T13:17:11.000Z","USD","70.0","2026-01-30","2026-01-30","","0.0","70.0","a1Bfh000000uGrhEAE","a19fh000001aMt8AAE","false","false","005fh000000KFxNAAW","2025-08-20T13:28:30.000Z","","","a1Sfh0000007ggrEAA","","Standard: 1/30/2026","","0.0","","005fh000000Tuy5AAC","70.0","0.0","0.0","012fh0000007pXXAAY","0.0","0.0","0.0","70.0","","2025-08-20T13:28:30.000Z","0.0","0.0","0.0","","0.0","","","0.0","0.0","0.0","0.0","0.0","","","","","0.0","0.0","","","0.0","","0.0",""
"0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","005fh000000Tuy5AAC","2025-07-23T13:17:11.000Z","USD","70.0","2026-01-31","2026-01-31","","0.0","70.0","a1Bfh000000uGrhEAE","a19fh000001aMt9AAE","false","false","005fh000000KFxNAAW","2025-08-20T13:28:30.000Z","","","a1Sfh0000007ggrEAA","","Standard: 1/31/2026","","0.0","","005fh000000Tuy5AAC","70.0","0.0","0.0","012fh0000007pXXAAY","0.0","0.0","0.0","70.0","","2025-08-20T13:28:30.000Z","0.0","0.0","0.0","","0.0","","","0.0","0.0","0.0","0.0","0.0","","","","","0.0","0.0","","","0.0","","0.0",""
"0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","005fh000000Tuy5AAC","2025-07-23T13:17:11.000Z","USD","70.0","2026-02-01","2026-02-01","","0.0","70.0","a1Bfh000000uGrhEAE","a19fh000001aMtAAAU","false","false","005fh000000KFxNAAW","2025-08-20T13:28:30.000Z","","","a1Sfh0000007ggrEAA","","Standard: 2/1/2026","","0.0","","005fh000000Tuy5AAC","70.0","0.0","0.0","012fh0000007pXXAAY","0.0","0.0","0.0","70.0","","2025-08-20T13:28:30.000Z","0.0","0.0","0.0","","0.0","","","0.0","0.0","0.0","0.0","0.0","","","","","0.0","0.0","","","0.0","","0.0",""
"0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","005fh000000Tuy5AAC","2025-07-23T13:17:11.000Z","USD","70.0","2026-02-02","2026-02-02","","0.0","70.0","a1Bfh000000uGrhEAE","a19fh000001aMtBAAU","false","false","005fh000000KFxNAAW","2025-08-20T13:28:30.000Z","","","a1Sfh0000007ggrEAA","","Standard: 2/2/2026","","0.0","","005fh000000Tuy5AAC","70.0","0.0","0.0","012fh0000007pXXAAY","0.0","0.0","0.0","70.0","","2025-08-20T13:28:30.000Z","0.0","0.0","0.0","","0.0","","","0.0","0.0","0.0","0.0","0.0","","","","","0.0","0.0","","","0.0","","0.0",""
"0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","005fh000000Tuy5AAC","2025-07-23T13:17:11.000Z","USD","70.0","2026-02-03","2026-02-03","","0.0","70.0","a1Bfh000000uGrhEAE","a19fh000001aMtCAAU","false","false","005fh000000KFxNAAW","2025-08-20T13:28:30.000Z","","","a1Sfh0000007ggrEAA","","Standard: 2/3/2026","","0.0","","005fh000000Tuy5AAC","70.0","0.0","0.0","012fh0000007pXXAAY","0.0","0.0","0.0","70.0","","2025-08-20T13:28:30.000Z","0.0","0.0","0.0","","0.0","","","0.0","0.0","0.0","0.0","0.0","","","","","0.0","0.0","","","0.0","","0.0",""
"0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","005fh000000Tuy5AAC","2025-07-23T13:17:11.000Z","USD","70.0","2026-02-04","2026-02-04","","0.0","70.0","a1Bfh000000uGrhEAE","a19fh000001aMtDAAU","false","false","005fh000000KFxNAAW","2025-08-20T13:28:30.000Z","","","a1Sfh0000007ggrEAA","","Standard: 2/4/2026","","0.0","","005fh000000Tuy5AAC","70.0","0.0","0.0","012fh0000007pXXAAY","0.0","0.0","0.0","70.0","","2025-08-20T13:28:30.000Z","0.0","0.0","0.0","","0.0","","","0.0","0.0","0.0","0.0","0.0","","","","","0.0","0.0","","","0.0","","0.0",""
"0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","005fh000000Tuy5AAC","2025-07-23T13:17:11.000Z","USD","70.0","2026-02-05","2026-02-05","","0.0","70.0","a1Bfh000000uGrhEAE","a19fh000001aMtEAAU","false","false","005fh000000KFxNAAW","2025-08-20T13:28:30.000Z","","","a1Sfh0000007ggrEAA","","Standard: 2/5/2026","","0.0","","005fh000000Tuy5AAC","70.0","0.0","0.0","012fh0000007pXXAAY","0.0","0.0","0.0","70.0","","2025-08-20T13:28:30.000Z","0.0","0.0","0.0","","0.0","","","0.0","0.0","0.0","0.0","0.0","","","","","0.0","0.0","","","0.0","","0.0",""
"0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","005fh000000Tuy5AAC","2025-07-23T13:17:11.000Z","USD","70.0","2026-02-06","2026-02-06","","0.0","70.0","a1Bfh000000uGrhEAE","a19fh000001aMtFAAU","false","false","005fh000000KFxNAAW","2025-08-20T13:28:30.000Z","","","a1Sfh0000007ggrEAA","","Standard: 2/6/2026","","0.0","","005fh000000Tuy5AAC","70.0","0.0","0.0","012fh0000007pXXAAY","0.0","0.0","0.0","70.0","","2025-08-20T13:28:30.000Z","0.0","0.0","0.0","","0.0","","","0.0","0.0","0.0","0.0","0.0","","","","","0.0","0.0","","","0.0","","0.0",""
"0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","005fh000000Tuy5AAC","2025-07-23T13:17:11.000Z","USD","70.0","2026-02-07","2026-02-07","","0.0","70.0","a1Bfh000000uGrhEAE","a19fh000001aMtGAAU","false","false","005fh000000KFxNAAW","2025-08-20T13:28:30.000Z","","","a1Sfh0000007ggrEAA","","Standard: 2/7/2026","","0.0","","005fh000000Tuy5AAC","70.0","0.0","0.0","012fh0000007pXXAAY","0.0","0.0","0.0","70.0","","2025-08-20T13:28:30.000Z","0.0","0.0","0.0","","0.0","","","0.0","0.0","0.0","0.0","0.0","","","","","0.0","0.0","","","0.0","","0.0",""
"0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","005fh000000Tuy5AAC","2025-07-23T13:17:11.000Z","USD","70.0","2026-02-08","2026-02-08","","0.0","70.0","a1Bfh000000uGrhEAE","a19fh000001aMtHAAU","false","false","005fh000000KFxNAAW","2025-08-20T13:28:30.000Z","","","a1Sfh0000007ggrEAA","","Standard: 2/8/2026","","0.0","","005fh000000Tuy5AAC","70.0","0.0","0.0","012fh0000007pXXAAY","0.0","0.0","0.0","70.0","","2025-08-20T13:28:30.000Z","0.0","0.0","0.0","","0.0","","","0.0","0.0","0.0","0.0","0.0","","","","","0.0","0.0","","","0.0","","0.0",""
"0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","005fh000000Tuy5AAC","2025-07-23T13:17:11.000Z","USD","70.0","2026-02-09","2026-02-09","","0.0","70.0","a1Bfh000000uGrhEAE","a19fh000001aMtIAAU","false","false","005fh000000KFxNAAW","2025-08-20T13:28:30.000Z","","","a1Sfh0000007ggrEAA","","Standard: 2/9/2026","","0.0","","005fh000000Tuy5AAC","70.0","0.0","0.0","012fh0000007pXXAAY","0.0","0.0","0.0","70.0","","2025-08-20T13:28:30.000Z","0.0","0.0","0.0","","0.0","","","0.0","0.0","0.0","0.0","0.0","","","","","0.0","0.0","","","0.0","","0.0",""
"0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","005fh000000Tuy5AAC","2025-07-23T13:17:11.000Z","USD","70.0","2026-02-10","2026-02-10","","0.0","70.0","a1Bfh000000uGrhEAE","a19fh000001aMtJAAU","false","false","005fh000000KFxNAAW","2025-08-20T13:28:30.000Z","","","a1Sfh0000007ggrEAA","","Standard: 2/10/2026","","0.0","","005fh000000Tuy5AAC","70.0","0.0","0.0","012fh0000007pXXAAY","0.0","0.0","0.0","70.0","","2025-08-20T13:28:30.000Z","0.0","0.0","0.0","","0.0","","","0.0","0.0","0.0","0.0","0.0","","","","","0.0","0.0","","","0.0","","0.0",""
"0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","005fh000000Tuy5AAC","2025-07-23T13:17:11.000Z","USD","70.0","2026-02-11","2026-02-11","","0.0","70.0","a1Bfh000000uGrhEAE","a19fh000001aMtKAAU","false","false","005fh000000KFxNAAW","2025-08-20T13:28:30.000Z","","","a1Sfh0000007ggrEAA","","Standard: 2/11/2026","","0.0","","005fh000000Tuy5AAC","70.0","0.0","0.0","012fh0000007pXXAAY","0.0","0.0","0.0","70.0","","2025-08-20T13:28:30.000Z","0.0","0.0","0.0","","0.0","","","0.0","0.0","0.0","0.0","0.0","","","","","0.0","0.0","","","0.0","","0.0",""
"0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","005fh000000Tuy5AAC","2025-07-23T13:17:11.000Z","USD","70.0","2026-02-12","2026-02-12","","0.0","70.0","a1Bfh000000uGrhEAE","a19fh000001aMtLAAU","false","false","005fh000000KFxNAAW","2025-08-20T13:28:30.000Z","","","a1Sfh0000007ggrEAA","","Standard: 2/12/2026","","0.0","","005fh000000Tuy5AAC","70.0","0.0","0.0","012fh0000007pXXAAY","0.0","0.0","0.0","70.0","","2025-08-20T13:28:30.000Z","0.0","0.0","0.0","","0.0","","","0.0","0.0","0.0","0.0","0.0","","","","","0.0","0.0","","","0.0","","0.0",""
"0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","005fh000000Tuy5AAC","2025-07-23T13:17:11.000Z","USD","70.0","2026-02-13","2026-02-13","","0.0","70.0","a1Bfh000000uGrhEAE","a19fh000001aMtMAAU","false","false","005fh000000KFxNAAW","2025-08-20T13:28:30.000Z","","","a1Sfh0000007ggrEAA","","Standard: 2/13/2026","","0.0","","005fh000000Tuy5AAC","70.0","0.0","0.0","012fh0000007pXXAAY","0.0","0.0","0.0","70.0","","2025-08-20T13:28:30.000Z","0.0","0.0","0.0","","0.0","","","0.0","0.0","0.0","0.0","0.0","","","","","0.0","0.0","","","0.0","","0.0",""
"0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","005fh000000Tuy5AAC","2025-07-23T13:17:11.000Z","USD","70.0","2026-02-14","2026-02-14","","0.0","70.0","a1Bfh000000uGrhEAE","a19fh000001aMtNAAU","false","false","005fh000000KFxNAAW","2025-08-20T13:28:30.000Z","","","a1Sfh0000007ggrEAA","","Standard: 2/14/2026","","0.0","","005fh000000Tuy5AAC","70.0","0.0","0.0","012fh0000007pXXAAY","0.0","0.0","0.0","70.0","","2025-08-20T13:28:30.000Z","0.0","0.0","0.0","","0.0","","","0.0","0.0","0.0","0.0","0.0","","","","","0.0","0.0","","","0.0","","0.0",""
"0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","005fh000000Tuy5AAC","2025-07-23T13:17:11.000Z","USD","70.0","2026-02-15","2026-02-15","","0.0","70.0","a1Bfh000000uGrhEAE","a19fh000001aMtOAAU","false","false","005fh000000KFxNAAW","2025-08-20T13:28:30.000Z","","","a1Sfh0000007ggrEAA","","Standard: 2/15/2026","","0.0","","005fh000000Tuy5AAC","70.0","0.0","0.0","012fh0000007pXXAAY","0.0","0.0","0.0","70.0","","2025-08-20T13:28:30.000Z","0.0","0.0","0.0","","0.0","","","0.0","0.0","0.0","0.0","0.0","","","","","0.0","0.0","","","0.0","","0.0",""
"0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","005fh000000Tuy5AAC","2025-07-23T13:17:11.000Z","USD","70.0","2026-02-16","2026-02-16","","0.0","70.0","a1Bfh000000uGrhEAE","a19fh000001aMtPAAU","false","false","005fh000000KFxNAAW","2025-08-20T13:28:30.000Z","","","a1Sfh0000007ggrEAA","","Standard: 2/16/2026","","0.0","","005fh000000Tuy5AAC","70.0","0.0","0.0","012fh0000007pXXAAY","0.0","0.0","0.0","70.0","","2025-08-20T13:28:30.000Z","0.0","0.0","0.0","","0.0","","","0.0","0.0","0.0","0.0","0.0","","","","","0.0","0.0","","","0.0","","0.0",""
"0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","005fh000000Tuy5AAC","2025-07-23T13:17:11.000Z","USD","70.0","2026-02-17","2026-02-17","","0.0","70.0","a1Bfh000000uGrhEAE","a19fh000001aMtQAAU","false","false","005fh000000KFxNAAW","2025-08-20T13:28:32.000Z","","","a1Sfh0000007ggrEAA","","Standard: 2/17/2026","","0.0","","005fh000000Tuy5AAC","70.0","0.0","0.0","012fh0000007pXXAAY","0.0","0.0","0.0","70.0","","2025-08-20T13:28:32.000Z","0.0","0.0","0.0","","0.0","","","0.0","0.0","0.0","0.0","0.0","","","","","0.0","0.0","","","0.0","","0.0",""
"0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","005fh000000Tuy5AAC","2025-07-23T13:17:11.000Z","USD","70.0","2026-02-18","2026-02-18","","0.0","70.0","a1Bfh000000uGrhEAE","a19fh000001aMtRAAU","false","false","005fh000000KFxNAAW","2025-08-20T13:28:32.000Z","","","a1Sfh0000007ggrEAA","","Standard: 2/18/2026","","0.0","","005fh000000Tuy5AAC","70.0","0.0","0.0","012fh0000007pXXAAY","0.0","0.0","0.0","70.0","","2025-08-20T13:28:32.000Z","0.0","0.0","0.0","","0.0","","","0.0","0.0","0.0","0.0","0.0","","","","","0.0","0.0","","","0.0","","0.0",""
"0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","005fh000000Tuy5AAC","2025-07-23T13:17:11.000Z","USD","70.0","2026-02-19","2026-02-19","","0.0","70.0","a1Bfh000000uGrhEAE","a19fh000001aMtSAAU","false","false","005fh000000KFxNAAW","2025-08-20T13:28:32.000Z","","","a1Sfh0000007ggrEAA","","Standard: 2/19/2026","","0.0","","005fh000000Tuy5AAC","70.0","0.0","0.0","012fh0000007pXXAAY","0.0","0.0","0.0","70.0","","2025-08-20T13:28:32.000Z","0.0","0.0","0.0","","0.0","","","0.0","0.0","0.0","0.0","0.0","","","","","0.0","0.0","","","0.0","","0.0",""
"0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","005fh000000Tuy5AAC","2025-07-23T13:17:11.000Z","USD","70.0","2026-02-20","2026-02-20","","0.0","70.0","a1Bfh000000uGrhEAE","a19fh000001aMtTAAU","false","false","005fh000000KFxNAAW","2025-08-20T13:28:32.000Z","","","a1Sfh0000007ggrEAA","","Standard: 2/20/2026","","0.0","","005fh000000Tuy5AAC","70.0","0.0","0.0","012fh0000007pXXAAY","0.0","0.0","0.0","70.0","","2025-08-20T13:28:32.000Z","0.0","0.0","0.0","","0.0","","","0.0","0.0","0.0","0.0","0.0","","","","","0.0","0.0","","","0.0","","0.0",""
"0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","005fh000000Tuy5AAC","2025-07-23T13:17:11.000Z","USD","70.0","2026-02-21","2026-02-21","","0.0","70.0","a1Bfh000000uGrhEAE","a19fh000001aMtUAAU","false","false","005fh000000KFxNAAW","2025-08-20T13:28:32.000Z","","","a1Sfh0000007ggrEAA","","Standard: 2/21/2026","","0.0","","005fh000000Tuy5AAC","70.0","0.0","0.0","012fh0000007pXXAAY","0.0","0.0","0.0","70.0","","2025-08-20T13:28:32.000Z","0.0","0.0","0.0","","0.0","","","0.0","0.0","0.0","0.0","0.0","","","","","0.0","0.0","","","0.0","","0.0",""
